id,flow1,flow2
1394,0.25,0.32
1395,0.22,0.25
1396,0.14,0.16
1397,0.3,0.34
1398,0.27,0.31
1399,0.14,0.16
1400,0.16,0.18
1401,0.25,0.3
1402,0.16,0.17
1403,0.25,0.28
1404,0.39,0.47
1405,0.17,0.23
1406,0.24,0.27
1407,0.4,0.46
1408,0.38,0.44
1409,0.14,0.16
1410,0.12,0.15
1411,0.24,0.31
1412,0.15,0.17
1413,0.25,0.29
1414,0.23,0.26
1415,0.19,0.22
1416,0.12,0.14
1417,0.14,0.16
1418,0.19,0.21
1419,0.31,0.35
1420,0.26,0.28
1421,0.22,0.25
1422,0.22,0.24
1423,0.23,0.3
1424,0.24,0.26
1425,0.2,0.22
1426,0.24,0.29
1427,0.18,0.19
1428,0.16,0.18
1429,0.18,0.21
1430,0.15,0.19
1431,0.33,0.37
1432,0.16,0.18
1433,0.34,0.4
1434,0.08,0.08
1435,0.17,0.19
1436,0.26,0.29
1437,0.1,0.11
1438,0.11,0.13
1439,0.24,0.27
1440,0.26,0.28
1441,0.22,0.25
1442,0.25,0.31
1443,0.09,0.11
1444,0.19,0.21
1445,0.25,0.28
1446,0.12,0.15
1447,0.25,0.28
1448,0.08,0.06
1449,0.19,0.22
1450,0.09,0.11
1451,0.08,0.08
1452,0.1,0.12
1453,0.12,0.15
1454,0.13,0.16
1455,0.23,0.29
1456,0.09,0.11
1457,0.16,0.18
1458,0.23,0.27
1459,0.25,0.3
1460,0.25,0.28
1461,0.2,0.23
1462,0.09,0.11
1463,0.11,0.12
1464,0.22,0.27
1465,0.36,0.4
1466,0.24,0.26
1467,0.1,0.12
1468,0.16,0.18
1469,0.24,0.28
1470,0.09,0.11
1471,0.21,0.24
1472,0.15,0.17
1473,0.09,0.11
1474,0.23,0.26
1475,0.24,0.29
1476,0.25,0.27
1477,0.24,0.28
1478,0.12,0.14
1479,0.23,0.27
1480,0.12,0.15
1481,0.15,0.16
1482,0.12,0.14
1483,0.12,0.15
1484,0.3,0.34
1485,0.26,0.28
1486,0.27,0.28
1487,0.25,0.28
1488,0.1,0.11
1489,0.16,0.19
1490,0.08,0.08
1491,0.23,0.27
1492,0.27,0.33
1493,0.08,0.08
1494,0.1,0.12
1495,0.33,0.36
1496,0.09,0.11
1497,0.11,0.12
1498,0.23,0.27
1499,0.34,0.38
1500,0.24,0.28
1501,0.15,0.17
1502,0.32,0.35
1503,0.07,0.06
1504,0.26,0.28
1505,0.13,0.15
1506,0.22,0.27
1507,0.16,0.18
1508,0.09,0.11
1509,0.11,0.12
1510,0.31,0.34
1511,0.1,0.13
1512,0.34,0.37
1513,0.31,0.34
1514,0.2,0.24
1515,0.14,0.15
1516,0.11,0.13
1517,0.09,0.08
1518,0.09,0.08
1519,0.23,0.27
1520,0.35,0.4
1521,0.31,0.35
1522,0.11,0.13
1523,0.13,0.15
1524,0.26,0.29
1525,0.16,0.19
1526,0.24,0.28
1527,0.08,0.08
1528,0.11,0.14
1529,0.1,0.11
1530,0.16,0.18
1531,0.08,0.08
1532,0.25,0.27
1533,0.26,0.31
1534,0.09,0.08
1535,0.32,0.35
1536,0.12,0.14
1537,0.15,0.17
1538,0.2,0.23
1539,0.35,0.4
1540,0.08,0.06
1541,0.3,0.33
1542,0.25,0.29
1543,0.2,0.22
1544,0.15,0.17
1545,0.16,0.18
1546,0.25,0.27
1547,0.27,0.29
1548,0.25,0.27
1549,0.24,0.26
1550,0.25,0.28
1551,0.12,0.15
1552,0.24,0.28
1553,0.11,0.12
1554,0.09,0.11
1555,0.18,0.2
1556,0.15,0.17
1557,0.13,0.15
1558,0.24,0.26
1559,0.09,0.11
1560,0.19,0.21
1561,0.26,0.29
1562,0.33,0.36
1563,0.11,0.12
1564,0.24,0.28
1565,0.21,0.23
1566,0.28,0.3
1567,0.09,0.11
1568,0.11,0.13
1569,0.27,0.33
1570,0.13,0.16
1571,0.26,0.29
1572,0.11,0.13
1573,0.1,0.12
1574,0.22,0.26
1575,0.27,0.3
1576,0.23,0.27
1577,0.09,0.11
1578,0.32,0.35
1579,0.2,0.23
1580,0.27,0.3
1581,0.28,0.32
1582,0.13,0.16
1583,0.18,0.2
1584,0.08,0.06
1585,0.24,0.27
1586,0.16,0.18
1587,0.25,0.28
1588,0.19,0.23
1589,0.24,0.3
1590,0.12,0.15
1591,0.09,0.11
1592,0.09,0.11
1593,0.25,0.28
1594,0.18,0.2
1595,0.13,0.15
1596,0.09,0.08
1597,0.26,0.32
1598,0.1,0.12
1599,0.17,0.19
1600,0.09,0.11
1601,0.16,0.18
1602,0.25,0.27
1603,0.12,0.14
1604,0.09,0.08
1605,0.08,0.06
1606,0.08,0.08
1607,0.3,0.33
1608,0.31,0.35
1609,0.25,0.27
1610,0.15,0.17
1611,0.22,0.24
1612,0.2,0.23
1613,0.08,0.08
1614,0.27,0.32
1615,0.22,0.28
1616,0.08,0.08
1617,0.13,0.15
1618,0.26,0.28
1619,0.25,0.3
1620,0.08,0.06
1621,0.15,0.18
1622,0.29,0.31
1623,0.23,0.3
1624,0.08,0.06
1625,0.33,0.37
1626,0.32,0.36
1627,0.25,0.28
1628,0.14,0.15
1629,0.11,0.13
1630,0.25,0.28
1631,0.28,0.31
1632,0.08,0.08
1633,0.31,0.33
1634,0.24,0.28
1635,0.25,0.28
1636,0.28,0.31
1637,0.24,0.26
1638,0.08,0.08
1639,0.25,0.28
1640,0.12,0.15
1641,0.12,0.15
1642,0.11,0.12
1643,0.09,0.11
1644,0.18,0.21
1645,0.3,0.32
1646,0.25,0.28
1647,0.13,0.17
1648,0.14,0.16
1649,0.16,0.19
1650,0.25,0.27
1651,0.25,0.29
1652,0.11,0.13
1653,0.09,0.11
1654,0.09,0.11
1655,0.08,0.08
1656,0.12,0.15
1657,0.09,0.11
1658,0.11,0.12
1659,0.16,0.19
1660,0.15,0.19
1661,0.24,0.29
1662,0.17,0.19
1663,0.26,0.29
1664,0.15,0.17
1665,0.08,0.06
1666,0.08,0.06
1667,0.25,0.28
1668,0.09,0.08
1669,0.22,0.26
1670,0.23,0.25
1671,0.28,0.34
1672,0.33,0.36
1673,0.08,0.08
1674,0.16,0.18
1675,0.23,0.27
1676,0.24,0.27
1677,0.17,0.2
1678,0.14,0.17
1679,0.25,0.26
1680,0.14,0.17
1681,0.26,0.28
1682,0.1,0.13
1683,0.18,0.2
1684,0.08,0.08
1685,0.25,0.28
1686,0.23,0.27
1687,0.08,0.08
1688,0.23,0.27
1689,0.15,0.17
1690,0.28,0.31
1691,0.22,0.28
1692,0.23,0.27
1693,0.31,0.34
1694,0.31,0.36
1695,0.25,0.28
1696,0.1,0.12
1697,0.1,0.12
1698,0.17,0.2
1699,0.1,0.12
1700,0.18,0.2
1701,0.16,0.19
1702,0.17,0.2
1703,0.29,0.32
1704,0.12,0.13
1705,0.13,0.16
1706,0.24,0.26
1707,0.28,0.31
1708,0.11,0.12
1709,0.1,0.12
1710,0.26,0.29
1711,0.13,0.14
1712,0.33,0.38
1713,0.09,0.11
1714,0.16,0.18
1715,0.1,0.12
1716,0.23,0.26
1717,0.25,0.3
1718,0.11,0.14
1719,0.2,0.26
1720,0.23,0.26
1721,0.21,0.23
1722,0.17,0.19
1723,0.1,0.12
1724,0.27,0.32
1725,0.1,0.12
1726,0.13,0.15
1727,0.35,0.39
1728,0.25,0.28
1729,0.09,0.11
1730,0.11,0.13
1731,0.29,0.32
1732,0.08,0.06
1733,0.09,0.12
1734,0.24,0.28
1735,0.25,0.28
1736,0.26,0.29
1737,0.09,0.11
1738,0.09,0.11
1739,0.13,0.15
1740,0.14,0.16
1741,0.14,0.18
1742,0.09,0.11
1743,0.1,0.12
1744,0.17,0.22
1745,0.08,0.08
1746,0.25,0.27
1747,0.09,0.11
1748,0.14,0.16
1749,0.1,0.12
1750,0.26,0.29
1751,0.23,0.25
1752,0.36,0.4
1753,0.14,0.16
1754,0.22,0.26
1755,0.24,0.29
1756,0.08,0.06
1757,0.12,0.14
1758,0.22,0.27
1759,0.15,0.17
1760,0.26,0.29
1761,0.22,0.25
1762,0.16,0.19
1763,0.08,0.06
1764,0.25,0.27
1765,0.1,0.12
1766,0.28,0.33
1767,0.25,0.28
1768,0.15,0.17
1769,0.24,0.28
1770,0.29,0.33
1771,0.1,0.12
1772,0.14,0.16
1773,0.33,0.37
1774,0.17,0.19
1775,0.11,0.14
1776,0.2,0.23
1777,0.33,0.36
1778,0.32,0.35
1779,0.25,0.28
1780,0.13,0.15
1781,0.17,0.2
1782,0.09,0.11
1783,0.23,0.26
1784,0.09,0.11
1785,0.13,0.15
1786,0.15,0.17
1787,0.13,0.15
1788,0.19,0.22
1789,0.24,0.29
1790,0.25,0.28
1791,0.18,0.2
1792,0.1,0.12
1793,0.08,0.08
1794,0.26,0.3
1795,0.1,0.12
1796,1.2,1.28
1797,1.31,1.41
1798,0.43,0.48
1799,0.37,0.4
1800,0.23,0.26
1801,0.44,0.49
1802,0.48,0.53
1803,1.19,1.27
1804,0.39,0.42
1805,0.43,0.48
1806,0.33,0.35
1807,0.29,0.32
1808,0.53,0.58
1809,0.67,0.73
1810,0.26,0.29
1811,0.25,0.27
1812,3.87,4.16
1813,0.39,0.42
1814,0.23,0.25
1815,0.35,0.38
1816,0.23,0.26
1817,0.42,0.45
1818,0.44,0.47
1819,0.27,0.31
1820,3.84,4.17
1821,1.19,1.29
1822,0.35,0.39
1823,0.33,0.36
1824,3.59,3.85
1825,1.15,1.27
1826,0.77,0.88
1827,0.36,0.39
1828,0.44,0.48
1829,0.21,0.24
1830,0.39,0.44
1831,0.39,0.42
1832,2.62,2.79
1833,0.71,0.88
1834,0.24,0.26
1835,0.47,0.53
1836,0.78,0.84
1837,0.47,0.5
1838,0.83,0.89
1839,4.49,4.94
1840,0.55,0.66
1841,0.38,0.41
1842,0.24,0.26
1843,0.32,0.35
1844,1.07,1.15
1845,0.34,0.38
1846,0.38,0.42
1847,0.65,0.7
1848,0.42,0.45
1849,0.32,0.35
1850,0.25,0.28
1851,0.91,1.02
1852,3.83,4.14
1853,0.32,0.35
1854,0.97,1.05
1855,1.93,2.05
1856,0.85,0.94
1857,0.23,0.26
1858,0.24,0.27
1859,0.42,0.45
1860,0.46,0.5
1861,1.34,1.45
1862,0.35,0.38
1863,1.95,2.58
1864,0.22,0.24
1865,0.68,0.75
1866,0.22,0.24
1867,1.19,1.28
1868,0.4,0.44
1869,0.68,0.75
1870,0.74,0.83
1871,0.18,0.2
1872,3.25,3.48
1873,0.21,0.24
1874,1.71,1.83
1875,0.43,0.46
1876,1.29,1.38
1877,0.19,0.22
1878,0.46,0.5
1879,0.8,0.96
1880,1.33,1.41
1881,0.44,0.48
1882,0.66,0.73
1883,0.64,0.71
1884,0.27,0.3
1885,0.61,0.66
1886,0.41,0.46
1887,4.32,4.66
1888,0.37,0.4
1889,0.34,0.36
1890,4.57,4.95
1891,0.27,0.31
1892,1.32,1.41
1893,0.35,0.39
1894,2.41,2.61
1895,0.44,0.51
1896,0.35,0.38
1897,0.34,0.37
1898,0.37,0.4
1899,0.4,0.45
1900,0.65,0.72
1901,2.13,2.27
1902,0.45,0.48
1903,2.82,3.08
1904,0.18,0.21
1905,1.47,1.57
1906,0.89,1.03
1907,0.68,0.75
1908,1.03,1.13
1909,0.41,0.44
1910,0.22,0.25
1911,0.46,0.5
1912,0.2,0.23
1913,1.39,1.49
1914,0.43,0.47
1915,1.47,1.59
1916,0.49,0.54
1917,0.17,0.19
1918,2.92,3.12
1919,1.22,1.3
1920,0.33,0.36
1921,0.21,0.24
1922,0.32,0.35
1923,0.44,0.48
1924,0.43,0.46
1925,0.66,0.75
1926,1,1.12
1927,0.42,0.45
1928,0.22,0.26
1929,0.4,0.43
1930,2.27,2.66
1931,0.22,0.26
1932,0.4,0.44
1933,0.37,0.42
1934,0.95,1.06
1935,0.7,0.77
1936,0.46,0.5
1937,0.16,0.18
1938,0.48,0.52
1939,1.33,1.46
1940,0.79,0.86
1941,0.33,0.35
1942,0.67,0.76
1943,1.25,1.34
1944,0.32,0.34
1945,0.5,0.54
1946,0.39,0.43
1947,0.34,0.37
1948,0.52,0.56
1949,1.51,1.63
1950,0.21,0.24
1951,0.32,0.36
1952,0.57,0.68
1953,0.21,0.25
1954,3.85,4.35
1955,0.22,0.25
1956,2.21,2.39
1957,0.81,0.89
1958,1.03,1.1
1959,0.56,0.64
1960,0.16,0.18
1961,0.34,0.37
1962,1.12,1.2
1963,0.37,0.41
1964,0.57,0.67
1965,0.18,0.2
1966,0.43,0.47
1967,1.6,1.7
1968,0.52,0.63
1969,0.56,0.61
1970,1.12,1.2
1971,1,1.07
1972,0.55,0.59
1973,0.2,0.23
1974,0.3,0.33
1975,0.54,0.59
1976,0.21,0.23
1977,0.77,0.86
1978,3.98,4.29
1979,0.89,0.98
1980,0.59,0.65
1981,0.22,0.24
1982,0.66,0.76
1983,0.52,0.57
1984,0.42,0.46
1985,3.77,4.06
1986,0.43,0.54
1987,0.23,0.26
1988,0.57,0.67
1989,0.22,0.25
1990,0.92,1.02
1991,1.17,1.31
1992,0.34,0.42
1993,1.27,1.4
1994,0.74,0.79
1995,0.3,0.36
1996,0.88,0.94
1997,0.68,0.74
1998,0.37,0.4
1999,3.1,3.39
2000,0.37,0.4
2001,0.85,0.96
2002,1.29,1.39
2003,0.26,0.29
2004,0.49,0.56
2005,0.5,0.6
2006,0.31,0.34
2007,0.64,0.69
2008,0.31,0.34
2009,0.3,0.33
2010,4.12,4.44
2011,0.5,0.55
2012,0.26,0.29
2013,0.83,0.91
2014,0.62,0.66
2015,0.99,1.06
2016,0.49,0.53
2017,1.05,1.13
2018,2.93,3.41
2019,0.43,0.46
2020,2.03,2.18
2021,0.23,0.26
2022,0.17,0.19
2023,0.62,0.68
2024,1.38,1.58
2025,0.92,1.21
2026,0.6,0.66
2027,0.27,0.29
2028,0.28,0.31
2029,0.83,0.89
2030,0.44,0.48
2031,0.63,0.76
2032,0.41,0.46
2033,1.06,1.13
2034,3.63,4.06
2035,2.36,2.51
2036,0.34,0.37
2037,0.32,0.37
2038,0.44,0.48
2039,3.24,3.76
2040,0.93,1
2041,0.36,0.39
2042,0.24,0.27
2043,0.58,0.64
2044,0.32,0.35
2045,0.41,0.63
2046,0.42,0.47
2047,0.26,0.28
2048,0.35,0.38
2049,0.3,0.34
2050,0.28,0.31
2051,0.19,0.21
2052,0.43,0.47
2053,0.53,0.57
2054,0.53,0.58
2055,0.51,0.55
2056,0.48,0.52
2057,2.61,2.83
2058,0.16,0.18
2059,1.33,1.42
2060,1.86,2
2061,0.33,0.36
2062,0.67,0.72
2063,1.14,1.22
2064,0.56,0.62
2065,0.42,0.45
2066,0.99,1.11
2067,0.67,0.75
2068,0.98,1.09
2069,0.4,0.43
2070,1.02,1.13
2071,0.35,0.39
2072,0.96,1.09
2073,1.58,1.69
2074,0.36,0.38
2075,1.06,1.15
2076,0.31,0.34
2077,0.25,0.29
2078,0.72,0.8
2079,0.58,0.63
2080,0.33,0.35
2081,0.74,0.78
2082,0.25,0.27
2083,1.52,1.63
2084,0.42,0.46
2085,1.38,1.48
2086,0.25,0.29
2087,0.23,0.25
2088,0.6,0.7
2089,1.5,1.61
2090,1.8,2.08
2091,0.32,0.35
2092,0.32,0.35
2093,0.27,0.32
2094,0.18,0.2
2095,0.44,0.48
2096,0.45,0.48
2097,0.52,0.59
2098,0.38,0.41
2099,0.94,1
2100,0.31,0.34
2101,0.26,0.3
2102,0.39,0.43
2103,0.64,0.7
2104,0.62,0.68
2105,0.69,0.74
2106,0.26,0.31
2107,0.94,1.05
2108,1.25,1.35
2109,0.62,0.71
2110,0.41,0.44
2111,0.66,0.75
2112,0.58,0.62
2113,0.4,0.46
2114,0.42,0.47
2115,0.2,0.22
2116,0.88,0.94
2117,0.23,0.25
2118,0.76,0.85
2119,0.96,1.04
2120,1.25,1.33
2121,0.3,0.33
2122,0.43,0.48
2123,0.29,0.32
2124,0.45,0.51
2125,0.58,0.68
2126,1.47,1.58
2127,1.01,1.08
2128,0.28,0.31
2129,0.99,1.1
2130,0.33,0.36
2131,0.22,0.25
2132,0.35,0.38
2133,0.26,0.3
2134,0.33,0.35
2135,0.36,0.39
2136,0.51,0.54
2137,0.56,0.6
2138,0.4,0.45
2139,0.26,0.28
2140,0.48,0.52
2141,3.42,3.77
2142,1.3,1.38
2143,1.09,1.16
2144,0.32,0.35
2145,0.44,0.48
2146,0.19,0.21
2147,1.75,1.86
2148,0.4,0.44
2149,0.57,0.68
2150,0.44,0.48
2151,1.14,1.23
2152,0.7,0.75
2153,0.32,0.35
2154,0.24,0.26
2155,0.27,0.3
2156,0.78,0.83
2157,0.33,0.36
2158,0.32,0.35
2159,0.64,0.73
2160,1.54,1.66
2161,0.09,0.08
2162,0.11,0.12
2163,0.11,0.12
2164,0.06,0.08
2165,0.18,0.21
2166,0.45,0.48
2167,0.07,0.08
2168,0.17,0.21
2169,0.09,0.11
2170,0.22,0.23
2171,0.16,0.22
2172,0.09,0.11
2173,0.15,0.17
2174,0.12,0.13
2175,0.1,0.12
2176,0.07,0.08
2177,0.11,0.13
2178,0.1,0.11
2179,0.23,0.25
2180,0.13,0.15
2181,0.18,0.2
2182,0.09,0.11
2183,0.22,0.29
2184,0.39,0.42
2185,0.34,0.36
2186,0.64,0.68
2187,0.16,0.19
2188,0.2,0.24
2189,0.17,0.21
2190,0.15,0.18
2191,0.11,0.13
2192,0.23,0.28
2193,0.11,0.13
2194,0.56,0.61
2195,0.14,0.16
2196,0.06,0.08
2197,0.31,0.33
2198,0.11,0.13
2199,0.12,0.15
2200,0.18,0.21
2201,0.66,0.71
2202,0.08,0.06
2203,0.23,0.25
2204,0.09,0.11
2205,0.33,0.35
2206,0.68,0.73
2207,0.27,0.29
2208,0.17,0.22
2209,0.38,0.41
2210,0.2,0.25
2211,0.45,0.48
2212,0.1,0.12
2213,0.18,0.21
2214,0.14,0.16
2215,0.59,0.63
2216,0.18,0.22
2217,0.17,0.2
2218,0.1,0.12
2219,0.1,0.11
2220,0.08,0.08
2221,0.09,0.11
2222,0.09,0.08
2223,0.1,0.12
2224,0.5,0.53
2225,0.1,0.11
2226,0.22,0.24
2227,0.09,0.11
2228,0.13,0.14
2229,0.22,0.26
2230,0.1,0.11
2231,0.14,0.15
2232,0.62,0.66
2233,0.16,0.2
2234,0.16,0.19
2235,0.15,0.17
2236,0.16,0.19
2237,0.13,0.16
2238,0.52,0.56
2239,0.27,0.34
2240,0.36,0.39
2241,0.1,0.12
2242,0.09,0.11
2243,0.18,0.22
2244,0.22,0.24
2245,0.16,0.19
2246,0.19,0.22
2247,0.09,0.11
2248,0.22,0.24
2249,0.16,0.19
2250,0.35,0.37
2251,0.24,0.26
2252,0.19,0.2
2253,0.09,0.08
2254,0.08,0.06
2255,0.14,0.16
2256,0.12,0.14
2257,0.09,0.11
2258,0.16,0.2
2259,0.2,0.23
2260,0.09,0.08
2261,0.19,0.23
2262,0.1,0.12
2263,0.06,0.06
2264,0.11,0.12
2265,0.26,0.32
2266,0.21,0.26
2267,0.06,0.06
2268,0.11,0.12
2269,0.09,0.11
2270,0.1,0.12
2271,0.12,0.14
2272,0.24,0.25
2273,0.13,0.15
2274,0.09,0.08
2275,0.29,0.31
2276,0.22,0.28
2277,0.18,0.22
2278,0.09,0.11
2279,0.18,0.22
2280,0.18,0.22
2281,0.16,0.2
2282,0.08,0.08
2283,0.07,0.06
2284,0.11,0.13
2285,0.12,0.14
2286,0.11,0.13
2287,0.1,0.11
2288,0.47,0.5
2289,0.18,0.22
2290,0.6,0.63
2291,0.1,0.12
2292,0.28,0.3
2293,0.08,0.06
2294,0.11,0.13
2295,0.07,0.08
2296,0.11,0.13
2297,0.18,0.22
2298,0.22,0.28
2299,0.28,0.36
2300,0.1,0.12
2301,0.15,0.16
2302,0.14,0.16
2303,0.34,0.37
2304,0.06,0.06
2305,0.16,0.18
2306,0.19,0.23
2307,0.28,0.3
2308,0.08,0.08
2309,0.2,0.25
2310,0.18,0.22
2311,0.18,0.23
2312,0.12,0.16
2313,0.09,0.08
2314,0.28,0.31
2315,0.06,0.06
2316,0.62,0.68
2317,0.33,0.36
2318,0.18,0.22
2319,0.11,0.14
2320,0.1,0.11
2321,0.06,0.06
2322,0.26,0.28
2323,0.16,0.2
2324,0.09,0.11
2325,0.13,0.17
2326,0.36,0.39
2327,0.07,0.08
2328,0.26,0.31
2329,0.18,0.21
2330,0.23,0.27
2331,0.15,0.17
2332,0.16,0.17
2333,0.13,0.15
2334,0.11,0.13
2335,0.26,0.28
2336,0.14,0.17
2337,0.17,0.18
2338,0.1,0.12
2339,0.09,0.08
2340,0.11,0.13
2341,0.17,0.2
2342,0.06,0.06
2343,0.09,0.12
2344,0.24,0.26
2345,0.7,0.74
2346,0.2,0.21
2347,0.22,0.26
2348,0.06,0.06
2349,0.08,0.06
2350,0.11,0.13
2351,0.24,0.32
2352,0.15,0.18
2353,0.32,0.34
2354,0.1,0.12
2355,0.11,0.13
2356,0.18,0.21
2357,0.14,0.16
2358,0.68,0.74
2359,0.11,0.12
2360,0.27,0.34
2361,0.27,0.29
2362,0.3,0.38
2363,0.38,0.4
2364,0.22,0.27
2365,0.24,0.29
2366,0.12,0.13
2367,0.16,0.19
2368,0.15,0.17
2369,0.18,0.22
2370,0.15,0.19
2371,0.12,0.13
2372,0.21,0.25
2373,0.52,0.55
2374,0.08,0.08
2375,0.23,0.28
2376,0.47,0.53
2377,0.19,0.23
2378,0.69,0.74
2379,0.1,0.12
2380,0.29,0.37
2381,0.25,0.27
2382,0.12,0.14
2383,0.11,0.12
2384,0.25,0.27
2385,0.54,0.58
2386,0.57,0.61
2387,0.09,0.11
2388,0.08,0.08
2389,0.11,0.13
2390,0.1,0.13
2391,0.21,0.23
2392,0.09,0.11
2393,0.16,0.2
2394,0.09,0.08
2395,0.21,0.25
2396,0.08,0.08
2397,0.1,0.12
2398,0.74,0.77
2399,0.16,0.19
2400,0.14,0.17
2401,0.1,0.12
2402,0.21,0.26
2403,0.12,0.14
2404,0.09,0.11
2405,0.09,0.11
2406,0.11,0.13
2407,0.2,0.22
2408,0.16,0.18
2409,0.43,0.46
2410,0.22,0.27
2411,0.17,0.21
2412,0.08,0.06
2413,0.78,0.82
2414,0.15,0.18
2415,0.17,0.19
2416,0.17,0.2
2417,0.16,0.17
2418,0.18,0.21
2419,0.28,0.3
2420,0.1,0.12
2421,0.09,0.11
2422,0.2,0.26
2423,0.17,0.21
2424,0.11,0.13
2425,0.16,0.19
2426,0.1,0.12
2427,0.08,0.06
2428,0.22,0.24
2429,0.07,0.06
2430,0.2,0.24
2431,0.11,0.12
2432,0.19,0.22
2433,0.66,0.7
2434,0.09,0.08
2435,0.29,0.31
2436,0.26,0.28
2437,0.1,0.11
2438,0.07,0.08
2439,0.31,0.33
2440,0.1,0.11
2441,0.15,0.16
2442,0.25,0.3
2443,0.47,0.51
2444,0.08,0.06
2445,0.41,0.44
2446,0.09,0.08
2447,0.15,0.19
2448,0.15,0.17
2449,0.11,0.12
2450,0.19,0.21
2451,0.5,0.53
2452,0.28,0.35
2453,0.15,0.18
2454,0.13,0.15
2455,0.08,0.06
2456,0.09,0.11
2457,0.14,0.15
2458,0.57,0.6
2459,0.43,0.46
2460,0.11,0.13
2461,0.18,0.22
2462,0.17,0.19
2463,0.09,0.08
2464,0.63,0.67
2465,0.1,0.12
2466,0.3,0.32
2467,0.09,0.08
2468,0.19,0.22
2469,0.09,0.12
2470,0.09,0.11
2471,0.11,0.12
2472,0.14,0.18
2473,0.09,0.11
2474,0.12,0.14
2475,0.08,0.06
2476,0.37,0.42
2477,0.16,0.19
2478,0.1,0.12
2479,0.08,0.08
2480,0.1,0.12
2481,0.09,0.11
2482,0.09,0.11
2483,0.08,0.08
2484,0.39,0.42
2485,0.16,0.19
2486,0.13,0.17
2487,0.35,0.38
2488,0.12,0.13
2489,0.18,0.23
2490,0.16,0.18
2491,0.17,0.22
2492,0.3,0.32
2493,0.11,0.14
2494,0.1,0.12
2495,0.09,0.11
2496,0.55,0.58
2497,0.09,0.08
2498,0.41,0.44
2499,0.16,0.19
2500,0.12,0.14
2501,0.09,0.11
2502,0.07,0.08
2503,0.2,0.25
2504,0.23,0.3
2505,0.22,0.28
2506,0.1,0.12
2507,0.1,0.11
2508,0.08,0.06
2509,0.13,0.14
2510,0.66,0.72
2511,0.17,0.21
2512,0.08,0.11
2513,0.32,0.34
2514,0.07,0.08
2515,0.11,0.14
2516,0.07,0.08
2517,0.12,0.14
2518,0.08,0.08
2519,0.09,0.08
2520,0.09,0.08
2521,0.1,0.12
2522,0.11,0.12
2523,0.16,0.19
2524,0.17,0.21
2525,0.08,0.08
2526,0.07,0.08
2527,0.78,0.83
2528,0.71,0.83
2529,0.27,0.29
2530,0.39,0.44
2531,2.11,2.23
2532,0.64,0.69
2533,0.8,0.96
2534,0.07,0.06
2535,0.43,0.48
2536,0.09,0.08
2537,0.12,0.13
2538,0.21,0.22
2539,0.09,0.11
2540,0.68,0.73
2541,0.12,0.13
2542,0.8,0.93
2543,0.16,0.17
2544,0.57,0.65
2545,0.15,0.16
2546,0.08,0.06
2547,0.29,0.31
2548,0.07,0.08
2549,0.57,0.61
2550,0.15,0.18
2551,0.11,0.12
2552,0.31,0.33
2553,0.17,0.2
2554,0.57,0.63
2555,0.14,0.15
2556,0.19,0.21
2557,0.28,0.3
2558,1.35,1.43
2559,0.42,0.54
2560,0.37,0.41
2561,0.16,0.18
2562,0.45,0.51
2563,0.85,0.91
2564,1.96,2.08
2565,0.1,0.11
2566,0.54,0.58
2567,0.87,0.93
2568,0.07,0.06
2569,0.07,0.08
2570,0.24,0.26
2571,0.84,0.9
2572,0.58,0.66
2573,0.38,0.4
2574,0.12,0.13
2575,0.6,0.65
2576,0.09,0.08
2577,0.49,0.52
2578,1.09,1.18
2579,0.4,0.43
2580,0.36,0.4
2581,0.16,0.21
2582,0.92,1.01
2583,0.07,0.06
2584,0.14,0.19
2585,0.57,0.72
2586,0.55,0.61
2587,1.04,1.12
2588,0.12,0.14
2589,0.12,0.14
2590,0.12,0.14
2591,0.59,0.63
2592,0.16,0.21
2593,0.92,1.06
2594,1.09,1.22
2595,0.09,0.12
2596,0.08,0.06
2597,0.08,0.08
2598,0.1,0.12
2599,0.12,0.14
2600,0.11,0.13
2601,0.29,0.3
2602,0.12,0.13
2603,1.03,1.12
2604,0.44,0.48
2605,0.16,0.21
2606,0.91,0.99
2607,0.89,0.95
2608,0.5,0.57
2609,0.07,0.08
2610,0.5,0.58
2611,1.24,1.34
2612,1.18,1.27
2613,0.82,0.89
2614,1.14,1.27
2615,0.58,0.65
2616,0.11,0.12
2617,0.18,0.2
2618,0.18,0.23
2619,1.09,1.18
2620,0.45,0.49
2621,0.41,0.48
2622,1.41,1.54
2623,0.18,0.19
2624,0.21,0.23
2625,0.18,0.22
2626,0.92,1
2627,0.81,0.87
2628,0.6,0.64
2629,0.82,0.88
2630,0.8,0.85
2631,0.18,0.27
2632,0.16,0.18
2633,0.11,0.12
2634,0.22,0.24
2635,0.08,0.08
2636,0.15,0.17
2637,0.36,0.39
2638,0.1,0.14
2639,1.2,1.32
2640,0.26,0.28
2641,0.08,0.06
2642,1.16,1.28
2643,0.12,0.14
2644,1.08,1.17
2645,0.58,0.65
2646,0.95,1.03
2647,0.58,0.62
2648,0.56,0.64
2649,1.45,1.6
2650,0.34,0.36
2651,0.44,0.58
2652,2.02,2.15
2653,0.12,0.13
2654,0.08,0.06
2655,0.08,0.06
2656,0.38,0.44
2657,0.64,0.68
2658,0.19,0.2
2659,0.65,0.7
2660,0.28,0.3
2661,0.08,0.06
2662,0.97,1.12
2663,1.04,1.12
2664,0.16,0.2
2665,1.21,1.32
